#BBN prediction of the primordial Helium abundance $Y_p$ as 
#function of the baryon density $\omega_b h^2$ and number of 
#extra radiation degrees of freedom $\Delta N$.
#Calculated from Parthenelope fitting function Dec 2014. Errors are guesstimates. 
#neutron lifetime of 880.3 s and CMB temperature 2.7255 K
#Yp^BBN is the BBN-standard nucleon number fraction, Yp is the mass fraction for CMB codes

#Data taken from https://github.com/cmbant/CosmoMC/blob/master/data/BBN_full_Parthenelope_880.3.dat

# format: first line must contain (num_ombh2,num_DeltaN), 
# other lines must contain (ombh2,DeltaN,YHe)
# blank lines and lines starting with # neglected

48  13

0.02175  3.0  0.27697
0.022  3.0  0.27709
0.02225  3.0  0.2772
0.0225  3.0  0.27731
0.02275  3.0  0.27742
0.023  3.0  0.27753
0.02325  3.0  0.27763
0.0235  3.0  0.27774
0.02375  3.0  0.27784
0.024  3.0  0.27794
0.025  3.0  0.27833
0.026  3.0  0.2787
0.027  3.0  0.27904
0.028  3.0  0.27937
0.029  3.0  0.27966
0.03  3.0  0.27994
0.031  3.0  0.28019
0.032  3.0  0.28042
0.033  3.0  0.28062
0.034  3.0  0.28081
0.035  3.0  0.28097
0.036  3.0  0.2811
0.037  3.0  0.28121
0.038  3.0  0.2813
0.039  3.0  0.28137
0.04  3.0  0.28141
0.005  4.0  0.27277
0.006  4.0  0.2736
0.007  4.0  0.27441
0.008  4.0  0.27519
0.009  4.0  0.27595
0.01  4.0  0.27669
0.011  4.0  0.2774
0.012  4.0  0.27809
0.013  4.0  0.27876
0.014  4.0  0.27941
0.015  4.0  0.28003
0.016  4.0  0.28062
0.017  4.0  0.2812
0.018  4.0  0.28175
0.019  4.0  0.28228
0.02  4.0  0.28278
0.02025  4.0  0.2829
0.0205  4.0  0.28303
0.02075  4.0  0.28314
0.021  4.0  0.28326
0.02125  4.0  0.28338
0.0215  4.0  0.28349
0.02175  4.0  0.28361
0.022  4.0  0.28372
0.02225  4.0  0.28383
0.0225  4.0  0.28394
0.02275  4.0  0.28405
0.023  4.0  0.28415
0.02325  4.0  0.28426
0.0235  4.0  0.28436
0.02375  4.0  0.28446
0.024  4.0  0.28456
0.025  4.0  0.28495
0.026  4.0  0.28532
0.027  4.0  0.28566
0.028  4.0  0.28597
0.029  4.0  0.28627
0.03  4.0  0.28654
0.031  4.0  0.28679
0.032  4.0  0.28701
0.033  4.0  0.28721
0.034  4.0  0.28739
0.035  4.0  0.28754
0.036  4.0  0.28767
0.037  4.0  0.28778
0.038  4.0  0.28786
0.039  4.0  0.28792
0.04  4.0  0.28796
0.005  5.0  0.27748
0.006  5.0  0.2783
0.007  5.0  0.27911
0.008  5.0  0.27989
0.009  5.0  0.28065
0.01  5.0  0.28138
0.011  5.0  0.28209
0.012  5.0  0.28278
0.013  5.0  0.28344
0.014  5.0  0.28408
0.015  5.0  0.2847
0.016  5.0  0.28529
0.017  5.0  0.28586
0.018  5.0  0.2864
0.019  5.0  0.28693
0.02  5.0  0.28743
0.02025  5.0  0.28755
0.0205  5.0  0.28767
0.02075  5.0  0.28779
0.021  5.0  0.2879
0.02125  5.0  0.28802
0.0215  5.0  0.28813
0.02175  5.0  0.28825
0.022  5.0  0.28836
0.02225  5.0  0.28847
0.0225  5.0  0.28857
0.02275  5.0  0.28868
0.023  5.0  0.28879
0.02325  5.0  0.28889
0.0235  5.0  0.28899
0.02375  5.0  0.28909
0.024  5.0  0.28919
0.025  5.0  0.28957
0.026  5.0  0.28993
0.027  5.0  0.29027
0.028  5.0  0.29058
0.029  5.0  0.29087
0.03  5.0  0.29114
0.031  5.0  0.29138
0.032  5.0  0.2916
0.033  5.0  0.29179
0.034  5.0  0.29196
0.035  5.0  0.29211
0.036  5.0  0.29224
0.037  5.0  0.29234
0.038  5.0  0.29242
0.039  5.0  0.29247
0.04  5.0  0.2925
0.005  6.0  0.28022
0.006  6.0  0.28104
0.007  6.0  0.28184
0.008  6.0  0.28261
0.009  6.0  0.28337
0.01  6.0  0.28409
0.011  6.0  0.2848
0.012  6.0  0.28548
0.013  6.0  0.28613
0.014  6.0  0.28677
0.015  6.0  0.28738
0.016  6.0  0.28797
0.017  6.0  0.28853
0.018  6.0  0.28907
0.019  6.0  0.28959
0.02  6.0  0.29008
0.02025  6.0  0.2902
0.0205  6.0  0.29032
0.02075  6.0  0.29043
0.021  6.0  0.29055
0.02125  6.0  0.29066
0.0215  6.0  0.29078
0.02175  6.0  0.29089
0.022  6.0  0.291
0.02225  6.0  0.2911
0.0225  6.0  0.29121
0.02275  6.0  0.29132
0.023  6.0  0.29142
0.02325  6.0  0.29152
0.0235  6.0  0.29162
0.02375  6.0  0.29172
0.024  6.0  0.29182
0.025  6.0  0.2922
0.026  6.0  0.29255
0.027  6.0  0.29288
0.028  6.0  0.29319
0.029  6.0  0.29347
0.03  6.0  0.29373
0.031  6.0  0.29397
0.032  6.0  0.29418
0.033  6.0  0.29437
0.034  6.0  0.29453
0.035  6.0  0.29468
0.036  6.0  0.2948
0.037  6.0  0.29489
0.038  6.0  0.29496
0.039  6.0  0.29501
0.04  6.0  0.29504
0.005  7.0  0.281
0.006  7.0  0.28181
0.007  7.0  0.2826
0.008  7.0  0.28337
0.009  7.0  0.28411
0.01  7.0  0.28483
0.011  7.0  0.28552
0.012  7.0  0.2862
0.013  7.0  0.28685
0.014  7.0  0.28747
0.015  7.0  0.28807
0.016  7.0  0.28865
0.017  7.0  0.28921
0.018  7.0  0.28974
0.019  7.0  0.29025
0.02  7.0  0.29074
0.02025  7.0  0.29086
0.0205  7.0  0.29097
0.02075  7.0  0.29109
0.021  7.0  0.2912
0.02125  7.0  0.29131
0.0215  7.0  0.29142
0.02175  7.0  0.29153
0.022  7.0  0.29164
0.02225  7.0  0.29175
0.0225  7.0  0.29185
0.02275  7.0  0.29195
0.023  7.0  0.29206
0.02325  7.0  0.29216
0.0235  7.0  0.29226
0.02375  7.0  0.29235
0.024  7.0  0.29245
0.025  7.0  0.29282
0.026  7.0  0.29317
0.027  7.0  0.29349
0.028  7.0  0.29379
0.029  7.0  0.29406
0.03  7.0  0.29432
0.031  7.0  0.29455
0.032  7.0  0.29475
0.033  7.0  0.29494
0.034  7.0  0.2951
0.035  7.0  0.29523
0.036  7.0  0.29535
0.037  7.0  0.29544
0.038  7.0  0.2955
0.039  7.0  0.29555
0.04  7.0  0.29557
